"Real","Predicted","Probability"
1,0,0.129114623942552
0,0,0.163943687972027
0,0,0.0386096273484132
1,0,0.113438642202183
0,0,0.074990568140966
0,0,0.0158481152626732
0,0,0.0692570233309588
0,0,0.0502454937291866
0,0,0.127527928099098
0,0,0.0252507372797429
0,0,0.0222300760338294
1,0,0.0485496365779111
0,0,0.0682042716257198
0,0,0.0463394683840226
0,0,0.0297011132078503
0,0,0.069573895872444
0,0,0.0419091961266285
0,0,0.0621596400493539
0,0,0.123001873901443
0,0,0.0477563616500161
0,0,0.0417657220262932
0,0,0.103528978577952
0,0,0.0278783273123229
0,0,0.0724829181273842
0,0,0.0268593041084902
0,0,0.0432683975073053
0,0,0.00952049219401357
0,0,0.0266871023686531
0,0,0.0789305293579005
0,0,0.0683498057439329
0,0,0.00664457882251815
0,0,0.092031222438188
0,0,0.0675010222385943
0,0,0.0184514650411845
0,0,0.0512811042977305
0,0,0.0417603323253998
0,0,0.0416353629893287
0,0,0.0833580798334758
0,0,0.0717602423914023
0,0,0.0624379929180347
0,0,0.0700680242733786
0,0,0.0214447631032549
0,0,0.154575109864481
0,0,0.0295671783368225
0,0,0.0220423345392165
0,0,0.0497300219744457
0,0,0.0659544864612546
0,0,0.0651390964972663
0,0,0.080422324881755
0,0,0.116476957608191
0,0,0.036287947234485
0,0,0.0446870314533624
0,0,0.0139545783553307
0,0,0.0520382107875937
0,0,0.0987461941891668
0,0,0.0654185056377071
0,0,0.0398102506801515
0,0,0.0321318637055762
0,0,0.106824090872768
0,0,0.034535029840249
0,0,0.0079913844097701
0,0,0.0769544156052395
0,0,0.0278453923248883
0,0,0.0246911839808344
0,0,0.0126780282313068
0,0,0.104465486787822
0,0,0.0509106844871517
0,0,0.00841714868591306
0,0,0.0372540475353859
0,0,0.0562244867039678
0,0,0.119746137143831
0,0,0.0667703224188507
0,0,0.0508793278237476
0,0,0.0990031893681378
0,0,0.0447341918321963
0,0,0.0555234139004813
0,0,0.026873766909565
0,0,0.0368377066793991
0,0,0.0236804870312049
0,0,0.0431808430757125
0,0,0.0193048471225613
0,0,0.0852216694588042
0,0,0.00758823214498571
0,0,0.0711344714378481
0,0,0.0488206720252358
0,0,0.018941975129254
0,0,0.0601162560712816
0,0,0.108567520325839
0,0,0.0503183964581297
0,0,0.0202571864653555
0,0,0.0685766113031608
0,0,0.0834039492559495
0,0,0.0288419285632281
0,0,0.0598570962198345
0,0,0.0408948115217274
0,0,0.00223711950297827
0,0,0.0556598519357393
0,0,0.0688715550419261
1,0,0.0567405341923721
0,0,0.0526605647553388
0,0,0.0519681145011495
0,0,0.0935311471844676
0,0,0.00651414921245153
0,0,0.0143785220963294
0,0,0.0331753335717429
0,0,0.0345736409818905
0,0,0.0141549482356203
0,0,0.03995252057374
0,0,0.0482705675379124
0,0,0.0352590432427644
0,0,0.0335254668476581
0,0,0.040793077045292
0,0,0.0159699960902231
1,0,0.131288390009468
0,0,0.126756389793523
0,0,0.0923226637955787
0,0,0.0338959251209564
0,0,0.0479012784011355
0,0,0.056468654535533
0,0,0.0273676594324603
0,0,0.0300334607261573
1,0,0.075553968915356
0,0,0.00848903098140099
0,0,0.00334666793230356
0,0,0.07746950147404
0,0,0.123292813865406
0,0,8.96435622757717e-08
0,0,0.0148342882524897
0,0,0.041152919982239
0,0,0.0667289686708616
0,0,0.0794308981821212
0,0,0.0654115987728847
0,0,0.0721064094921422
0,0,0.0550529619076668
0,0,0.0317533323806438
0,0,0.0542293033091312
0,0,0.0650143129421815
0,0,0.0238750697420269
0,0,0.0509128876813322
0,0,0.0308327022279593
0,0,0.0447103428924639
